disease,Field_ID,description,unit,relationship,baseline_factor_ancestry,shared_risk_factors,risk_factor_coefficients,continuous_score_covariance_with_factor_risk,predictor_use,interpretation
C3_NONHODGKIN_EXALLC,30050,Mean corpuscular haemoglobin,pg,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.45, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30060,Mean corpuscular haemoglobin concentration,g/dL,indirect_shared_factor,immune,immune,"{""immune"": 0.45}",-0.0675,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30040,Mean corpuscular volume,fL,indirect_shared_factor,alcohol;immune,immune,"{""immune"": 0.45}",-0.18000000000000002,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30100,Mean platelet (thrombocyte) volume,fL,indirect_shared_factor,inflammation,inflammation,"{""inflammation"": 0.2}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30260,Mean reticulocyte volume,fL,indirect_shared_factor,alcohol;immune,immune,"{""immune"": 0.45}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30270,Mean sphered cell volume,fL,indirect_shared_factor,alcohol;immune,immune,"{""immune"": 0.45}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30130,Monocyte count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30190,Monocyte percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30140,Neutrophill count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30200,Neutrophill percentage,%,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30170,Nucleated red blood cell count,10^9 cells/L,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,30230,Nucleated red blood cell percentage,%,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,30080,Platelet count,10^9 cells/L,indirect_shared_factor,inflammation,inflammation,"{""inflammation"": 0.2}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30090,Platelet crit,%,indirect_shared_factor,inflammation,inflammation,"{""inflammation"": 0.2}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30110,Platelet distribution width,%,neutral,,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,30010,Red blood cell (erythrocyte) count,10^12 cells/L,indirect_shared_factor,immune;renal;sex;smoking,immune;sex,"{""immune"": 0.45, ""sex"": 0.15}",-0.1125,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30070,Red blood cell (erythrocyte) distribution width,%,indirect_shared_factor,immune,immune,"{""immune"": 0.45}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30250,Reticulocyte count,10^12 cells/L,indirect_shared_factor,alcohol;immune;renal;sex;smoking,immune;sex,"{""immune"": 0.45, ""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30240,Reticulocyte percentage,%,indirect_shared_factor,immune,immune,"{""immune"": 0.45}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30000,White blood cell (leukocyte) count,10^9 cells/L,indirect_shared_factor,immune;inflammation;sex;smoking,immune;inflammation;sex,"{""immune"": 0.45, ""inflammation"": 0.2, ""sex"": 0.15}",0.2,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30620,Alanine aminotransferase,U/L,indirect_shared_factor,adiposity;alcohol;inflammation;sex,inflammation;sex,"{""inflammation"": 0.2, ""sex"": 0.15}",0.03,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30600,Albumin,g/L,indirect_shared_factor,immune;inflammation;renal,immune;inflammation,"{""immune"": 0.45, ""inflammation"": 0.2}",-0.18000000000000002,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30610,Alkaline phosphatase,U/L,indirect_shared_factor,age;alcohol;calcium,age,"{""age"": 0.55}",0.0825,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30630,Apolipoprotein A,g/L,indirect_shared_factor,activity;adiposity;lipids;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30640,Apolipoprotein B,g/L,indirect_shared_factor,adiposity;lipids;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30650,Aspartate aminotransferase,U/L,indirect_shared_factor,adiposity;alcohol;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30710,C-reactive protein,mg/L,indirect_shared_factor,adiposity;immune;inflammation;smoking,immune;inflammation,"{""immune"": 0.45, ""inflammation"": 0.2}",0.31500000000000006,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30680,Calcium,mmol/L,indirect_shared_factor,calcium;immune;renal,immune,"{""immune"": 0.45}",-0.045000000000000005,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30690,Cholesterol,mmol/L,indirect_shared_factor,activity;adiposity;alcohol;glycemia;lipids;sex,sex,"{""sex"": 0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30700,Creatinine,umol/L,indirect_shared_factor,activity;age;renal;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",0.0825,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30720,Cystatin C,mg/L,indirect_shared_factor,age;inflammation;renal;sex,age;inflammation;sex,"{""age"": 0.55, ""inflammation"": 0.2, ""sex"": 0.15}",0.15750000000000003,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30660,Direct bilirubin,umol/L,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,30730,Gamma glutamyltransferase,U/L,indirect_shared_factor,adiposity;alcohol;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30740,Glucose,mmol/L,indirect_shared_factor,adiposity;glycemia;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30750,Glycated haemoglobin (HbA1c),mmol/mol,indirect_shared_factor,adiposity;age;glycemia,age,"{""age"": 0.55}",0.0825,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30760,HDL cholesterol,mmol/L,indirect_shared_factor,activity;adiposity;lipids;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30770,IGF-1,nmol/L,indirect_shared_factor,age;reproduction;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",-0.24750000000000003,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30780,LDL direct,mmol/L,indirect_shared_factor,adiposity;lipids;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30790,Lipoprotein A,nmol/L,neutral,lipids,,{},,Gaussian observation,no active risk path in this model
C3_NONHODGKIN_EXALLC,30800,Oestradiol,pmol/L,indirect_shared_factor,age;reproduction;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",-0.22000000000000003,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30810,Phosphate,mmol/L,indirect_shared_factor,calcium;renal;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30820,Rheumatoid factor,IU/mL,indirect_shared_factor,age;immune,age;immune,"{""age"": 0.55, ""immune"": 0.45}",0.42000000000000004,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30830,SHBG,nmol/L,indirect_shared_factor,adiposity;age;reproduction;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",0.0825,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30850,Testosterone,nmol/L,indirect_shared_factor,adiposity;age;reproduction;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",-0.11000000000000001,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30840,Total bilirubin,umol/L,neutral,alcohol,,{},,not in conditioning subset,no active risk path in this model
C3_NONHODGKIN_EXALLC,30860,Total protein,g/L,indirect_shared_factor,immune;inflammation;renal,immune;inflammation,"{""immune"": 0.45, ""inflammation"": 0.2}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30870,Triglycerides,mmol/L,indirect_shared_factor,adiposity;alcohol;glycemia;lipids;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30880,Urate,umol/L,indirect_shared_factor,adiposity;alcohol;renal;sex,sex,"{""sex"": 0.15}",0.0,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30670,Urea,mmol/L,indirect_shared_factor,age;renal;sex,age;sex,"{""age"": 0.55, ""sex"": 0.15}",0.0825,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
C3_NONHODGKIN_EXALLC,30890,Vitamin D,nmol/L,neutral,activity;adiposity;pigmentation;uv,,{},,Gaussian observation,no active risk path in this model
M13_POLYMYALGIA,21022,Age at recruitment,years,direct,age,age,"{""age"": 0.85}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,31,Gender,binary code,direct,sex,sex,"{""sex"": -0.15}",,demographic conditioning,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,699,Length of time at current address,years,indirect_shared_factor,age,age,"{""age"": 0.85}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,709,Number in household,persons,indirect_shared_factor,age,age,"{""age"": 0.85}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,796,Distance between home and job workplace,miles,indirect_shared_factor,age;education,age,"{""age"": 0.85}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,757,Time employed in main current job,years,indirect_shared_factor,age;education,age,"{""age"": 0.85}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,767,Length of working week for main job,hours,indirect_shared_factor,age,age,"{""age"": 0.85}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,777,Frequency of travelling from home to job workplace,times/week,indirect_shared_factor,age,age,"{""age"": 0.85}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,845,Age completed full time education,years,neutral,education,,{},,Gaussian observation,no active risk path in this model
M13_POLYMYALGIA,4079,"Diastolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": 0.85, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,4080,"Systolic blood pressure, automated reading",mmHg,indirect_shared_factor,adiposity;age;renal;sex;smoking,age;sex,"{""age"": 0.85, ""sex"": -0.15}",0.5525,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,102,"Pulse rate, automated reading",bpm,neutral,activity;anxiety;sleep;smoking,,{},,Gaussian observation,no active risk path in this model
M13_POLYMYALGIA,46,Hand grip strength (left),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,47,Hand grip strength (right),kg,indirect_shared_factor,activity;age;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,48,Waist circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,21002,Weight,kg,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,21001,Body mass index (BMI),kg/m^2,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",0.102,Gaussian observation,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,49,Hip circumference,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
M13_POLYMYALGIA,50,Standing height,cm,indirect_shared_factor,activity;adiposity;age;sex,age;sex,"{""age"": 0.85, ""sex"": -0.15}",,not in conditioning subset,baseline shared-factor relationship; no empirical effect estimate
